,,,Suburbs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postcode,Population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
2576,2576,12709,Bowral,Burradoo,East Bowral,Glenquarry,Kangaloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,2577,14651,Barrengarry,Beaumont (NSW),Berrima,Burrawang,Canyonleigh,Fitzroy Falls,Kangaroo Valley,Medway,Meryla,Moss Vale,New Berrima,Paddys River (Wingecarribee - NSW),Robertson (NSW),Sutton Forest,Werai,Wildes Meadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,2578,2417,Bundanoon (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,2579,3598,Exeter (NSW),Marulan,Penrose (Wingecarribee - NSW),Tallong,Wingello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,2580,27112,Bannaby,Bannister (NSW),Baw Baw (NSW),Brisbane Grove,Bungonia,Goulburn,Gundary,Lower Boro,Middle Arm,Mount Fairy,Myrtleville,Parkesbourne,Quialigo,Run-o-Waters,Tarago,Taralga,Towrang,Windellama,Wombeyan Caves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,2581,1995,Breadalbane (NSW),Broadway,Collector,Dalton,Gunning,Lade Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,2582,11512,Bookham,Bowning,Good Hope,Jeir,Marchmont,Murrumbateman,Wee Jasper,Yass,Yass River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,2583,3999,Bigga,Binda,Crookwell,Grabben Gullen,Laggan,Tuena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,2584,466,Binalong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,2585,339,Galong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,2586,2724,Boorowa,Frogmore,Godfreys Creek,Murringo,Rye Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,2587,2829,Harden,Kingsvale,Murrumburrah,Wombat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,2588,307,Wallendbeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,2590,7109,Bethungra,Cootamundra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,2594,11455,Bribbaree,Burrangong,Memagong,Monteagle,Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,2600,6895,Barton,Deakin,Parkes (ACT),Yarralumla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,2601,4791,Acton (ACT),City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,2602,28574,Ainslie,Dickson,Downer,Hackett,Lyneham,O'Connor (ACT),Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2603,8621,Forrest (ACT),Griffith (ACT),Red Hill (ACT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,2604,8648,Kingston (ACT),Narrabundah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,2605,11329,Curtin,Garran,Hughes (ACT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,2606,8170,Chifley (ACT),Lyons (ACT),O'Malley,Phillip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,2607,13460,Farrer,Isaacs,Mawson,Pearce,Torrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,2609,898,Pialligo,Symonston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,2611,23239,Chapman,Duffy,Fisher (ACT),Holder (ACT),Rivett,Stirling (ACT),Tharwa,Waramanga,Weston (ACT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,2612,14666,Braddon,Campbell,Reid (ACT),Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,2614,19120,Aranda,Cook,Hawker (ACT),Macquarie,Page,Scullin,Weetangera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,2615,43703,Acton (ACT),Charnwood,Dunlop,Florey,Flynn (ACT),Fraser,Higgins,Holt,Latham (ACT),Macgregor (ACT),Melba,Spence (ACT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,2617,29650,Belconnen,Bruce (ACT),Evatt,Giralang,Kaleen,Lawson (ACT),McKellar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,2618,1391,Nanima,Springrange,Wallaroo (NSW),Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,2619,9422,Jerrabomberra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,2620,36434,Burra (Palerang - NSW),Carwoola,Crestwood,Googong,Greenleigh,Gundaroo,Karabar,Michelago,Queanbeyan,Queanbeyan East,Queanbeyan West,Royalla,Sutton (NSW),The Ridgeway,Wamboin,Hume,Oaks Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,2621,5371,Bungendore,Bywong,Hoskinstown,Primrose Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,2622,3260,Araluen (NSW),Braidwood,Harolds Cross,Majors Creek (NSW),Mulloon,Nerriga,Sassafras (NSW),Warri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,2623,742,Captains Flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,2625,470,Kosciuszko National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,2626,501,Bredbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,2627,4398,East Jindabyne,Jindabyne,Kalkite,Kosciuszko National Park,Moonbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,2628,1807,Berridale,Dalgety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,2629,586,Adaminaby,Anglers Reach,Providence Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,2630,8330,Binjura,Bunyan,Cooma (NSW),Jerangle,Numeralla,Polo Flat,Rock Flat,Shannons Flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,2631,720,Bibbenluke,Nimmitabel,Winifred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,2632,1662,Bombala,Bungarby,Mila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,2633,449,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,2640,33707,Albury,Bungowannah,East Albury,Glenroy (Albury - NSW),North Albury,South Albury,Splitters Creek,Table Top,Thurgoona,West Albury,Wirlinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,2641,14313,Hamilton Valley,Lavington,Springdale Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,2642,4999,Brocklesby,Burrumbuttock,Gerogery,Jindera,Jingellic,Khancoban,Rand,Tooma,Walbundrie,Yerong Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,2643,2553,Howlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,2644,2593,Holbrook,Little Billabong,Mullengandra,Woomargama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,2645,299,Urana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,2646,6791,Collendina,Coreen,Corowa,Lowesdale,Oaklands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,2647,1903,Mulwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,2648,2501,Curlwaa,Ellerslie (Wentworth - NSW),Pomona (NSW),Pooncarie,Wentworth (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,2649,13,Nurenmerenmong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,2650,53974,Ashmont,Big Springs,Bomen,Boorooma,Borambola,Bourkelands,Brookdale (NSW),Cartwrights Hill,Collingullie,Currawarna,Downside,East Wagga Wagga,Estella,Glenfield Park,Gobbagombalin,Kooringal (NSW),Lake Albert,Lloyd,Moorong,Mount Austin,North Wagga Wagga,Oura,San Isidore,Springvale (Wagga Wagga - NSW),Tatton,Tolland,Turvey Park,Wagga Wagga,Wantabadgery,,,,,,,,,,,,,,,,,,,
2651,2651,2218,Forest Hill (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,2652,4851,Boree Creek,Goolgowi,Grong Grong,Gumly Gumly,Humula,Ladysmith,Mangoplah,Marrar,Matong,Merriwagga,Old Junee,Rosewood (Tumbarumba - NSW),Tarcutta,Uranquinty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,2653,2334,Courabyra,Glenroy (Tumbarumba - NSW),Tumbarumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,2655,1053,The Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,2656,1297,Lockhart (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,2658,1442,Henty (NSW),Pleasant Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,2659,920,Walla Walla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,2660,1663,Cookardinia,Culcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,2661,338,Kapooka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,2663,4578,Junee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,2665,2338,Ardlethan,Ariah Park,Barellan,Beckom,Binya,Mirrool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,2666,5059,Narraburra,Sebastopol (NSW),Temora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,2668,407,Barmedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,2669,2002,Girral,Naradhan,Rankins Springs,Tallimba,Tullibigeal,Ungarie,Weethalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,2671,3891,West Wyalong,Wyalong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,2672,1475,Lake Cargelligo,Murrin Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,2675,1431,Hillston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,2678,561,Charles Sturt University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,2680,22687,Beelbangera,Benerembah,Bilbul,Griffith (NSW),Hanwood,Lake Wyangan,Nericon,Tharbogang,Yoogali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,2681,1639,Myall Park (NSW),Yenda (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2700,4872,Gillenbah,Narrandera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,2701,2433,Coolamon,Methul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,2702,616,Ganmain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,2703,947,Yanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,2705,10013,Corbie Hill,Leeton,Merungle Hill,Murrami,Stanbridge,Whitton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,2706,1210,Darlington Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,2707,1313,Coleambally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,2710,9834,Calimo,Conargo,Deniliquin,Lindifferon,Mathoura,Stud Park,Wakool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,2711,3293,Booligal,Carrathool,Hay (NSW),Hay South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,2712,1409,Berrigan,Boomanoomana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,2713,3080,Blighty,Finley,Logie Brae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,2714,2384,Tocumwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,2715,1625,Balranald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,2716,1070,Jerilderie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,2717,1385,Coomealla,Dareton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,2720,7822,Bombowlee,Cabramurra,Gilmore (NSW),Gocup,Lacmalac,Mundongo,Talbingo,Tumut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,2721,350,Quandialla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,2722,2978,Brungle,Gundagai,Nangus,South Gundagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,2725,447,Stockinbingal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,2726,304,Jugiong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,2727,568,Coolac,Gobarralong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,2729,1729,Adelong,Grahamstown,Tumblong,Wondalga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,2730,1423,Batlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,2731,5561,Moama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,2732,1859,Barham,Wakool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,2733,592,Moulamein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,2735,653,Koraleigh,Speewa (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,2736,403,Goodnight,Tooleybuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,2737,793,Euston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,2738,1223,Gol Gol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,2739,1501,Buronga,Gol Gol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,2745,26233,Glenmore Park,Greendale (Liverpool - NSW),Luddenham,Mulgoa,Regentville,Wallacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,2747,34249,Cambridge Gardens,Cambridge Park,Claremont Meadows,Kingswood (Penrith - NSW),Llandilo,Shanes Park,Werrington,Werrington County,Werrington Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,2748,1911,Orchard Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,2749,15771,Castlereagh,Cranebrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,2750,42587,Emu Heights (NSW),Emu Plains,Jamisontown,Leonay,Penrith,South Penrith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,2752,4675,Silverdale (NSW),Warragamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,2753,17082,Agnes Banks,Bowen Mountain,Grose Vale,Grose Wold,Hobartville (NSW),Londonderry (NSW),Richmond (NSW),Richmond Lowlands,Yarramundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,2754,5284,North Richmond,Tennyson (NSW),The Slopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,2756,32296,Bligh Park,Cattai,Clarendon (NSW),Colo Heights,Cumberland Reach,Ebenezer (NSW),Freemans Reach,Glossodia,Lower Portland,Maroota,McGraths Hill,Mountain Lagoon,Pitt Town,Sackville,Sackville North,South Maroota,South Windsor,Wilberforce (NSW),Windsor (NSW),Windsor Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,2757,878,Kurmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,2758,8527,Berambing,Bilpin,Blaxlands Ridge,East Kurrajong,Kurrajong,Kurrajong Heights,Kurrajong Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,2759,26501,Erskine Park,St Clair (Penrith - NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,2760,27032,Colyton,North St Marys,Oxley Park,Ropes Crossing,St Marys (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,2761,27726,Colebee,Dean Park,Glendenning,Hassall Grove,Oakhurst (NSW),Plumpton (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,2762,3812,Schofields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,2763,29849,Acacia Gardens,Quakers Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,2765,14841,Berkshire Park,Box Hill (NSW),Maraylya,Marsden Park,Nelson (The Hills - NSW),Oakville,Riverstone,Vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,2766,14178,Eastern Creek,Rooty Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,2767,19505,Doonside,Woodcroft (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,2768,26462,Glenwood (NSW),Parklea,Stanhope Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,2769,2933,The Ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,2770,60345,Bidwill (NSW),Blackett,Dharruk,Emerton,Hebersham,Lethbridge Park,Minchinbury,Mount Druitt,Shalvey,Tregear,Whalan,Willmot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,2773,5856,Glenbrook,Lapstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,2774,12650,Blaxland (NSW),Mount Riverview,Warrimoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,2775,1541,Leets Vale,Lower Macdonald,Spencer,St Albans (NSW),Wisemans Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,2776,3992,Faulconbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,2777,17783,Hawkesbury Heights,Springwood (NSW),Valley Heights,Winmalee,Yellow Rock (Blue Mountains - NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,2778,2431,Linden (NSW),Woodford (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,2779,4534,Hazelbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,2780,12920,Katoomba,Leura,Medlow Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,2782,5935,Wentworth Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,2783,2886,Lawson (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,2784,1215,Bullaburra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,2785,4570,Blackheath (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,2786,994,Dargan,Mount Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,2787,4233,Black Springs (NSW),Blue Mountains National Park,Duckmaloi,Edith (NSW),Oberon,Porters Retreat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,2790,14815,Bowenfels,Clarence,Cullen Bullen,Ganbenang,Hartley (NSW),Hassans Walls,Hermitage Flat,Kanimbla (NSW),Lidsdale,Lithgow,Little Hartley,Littleton,Marrangaroo,McKellars Park,Morts Estate,Oaky Park,Rydal,South Bowenfels,South Littleton,Vale Of Clwydd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,2791,693,Carcoar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,2792,494,Mandurama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,2793,1133,Darbys Falls,Woodstock (Cowra - NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,2794,10002,Cowra,Wattamondara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,2795,39879,Abercrombie,Bathurst,Billywillinga,Brewongle,Burraga,Eglinton (NSW),Evans Plains,Fosters Valley,Georges Plains,Gormans Hill,Hill End (NSW),Kelso (NSW),Kirkconnell,Llanarth (NSW),Meadow Flat,Mitchell (NSW),Mount Rankin,Napoleon Reef,Newbridge (NSW),O'Connell (NSW),Peel,Perthville,Raglan (NSW),Robin Hill,Rock Forest,Rockley,South Bathurst,Sunny Corner,The Lagoon,Trunkey Creek,Wattle Flat (NSW),West Bathurst,White Rock (NSW),Windradyne,Yetholme,,,,,,,,,,,,,
2797,2797,216,Lyndhurst (Blayney - NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,2798,2385,Forest Reefs,Millthorpe,Shadforth (NSW),Spring Hill (Cabonne - NSW),Spring Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,2799,3841,Barry (Blayney - NSW),Blayney,Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,2800,41363,Belgravia,Borenore,Canobolas,Cargo,Clifton Grove,Huntley (Orange - NSW),Lewis Ponds,Lucknow (NSW),Mullion Creek,Nashdale,Ophir,Orange,Springside (NSW),Summer Hill Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,2803,303,Bendick Murrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,2804,2624,Canowindra,Moorbel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,2805,295,Gooloogong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,2806,913,Eugowra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,2807,259,Koorawatha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,2808,227,Wyangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2809,320,Greenethorpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,2810,2975,Caragabal,Grenfell,Warraderry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,2820,7878,Apsley (NSW),Comobella,Geurie,Gollan,Montefiores,Mount Arthur,Mumbil,Neurea,Spicers Creek,Stuart Town,Wellington (NSW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,2821,4943,Burroway,Narromine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,2823,1405,Gin Gin (NSW),Trangie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2824,2323,Marthaguy,Ravenswood (NSW),Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,2825,2688,Hermidale,Nyngan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,2827,3586,Biddon,Collie (NSW),Gilgandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,2828,583,Gulargambone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,2829,3177,Coonamble,Gilgooma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,2830,37737,Ballimore,Beni,Brocklehurst,Bruah,Bunglegumbie,Burrabadine,Cumboogle,Delroy Heights,Dubbo,Eschol,Eulomogo,Minore Falls,Mugga Downs,Obley,Terramungamine,Yarrabar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
